Env,Date,QV2M,T2MDEW,PS,RH2M,WS2M,GWETTOP,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M_MAX,T2M_MIN,T2MWET,GWETROOT,T2M,GWETPROF,ALLSKY_SFC_SW_DNI,PRECTOTCORR
IAH3_2014,20140314,3.54,-1.31,97.49,64.88,5.39,0.64,18.48,91.66,12.28,-1.62,2.08,0.62,5.48,0.62,26.89,0.0
IAH3_2014,20140315,2.56,-5.5,98.53,67.88,4.09,0.64,17.74,88.16,6.55,-3.86,-2.45,0.62,0.58,0.62,19.27,1.03
IAH3_2014,20140316,1.71,-10.17,99.11,60.19,3.98,0.64,18.42,89.91,0.87,-6.52,-6.63,0.62,-3.09,0.62,26.23,0.26
IAH3_2014,20140317,2.14,-8.15,97.55,58.62,4.84,0.64,18.99,93.98,7.22,-6.92,-4.48,0.62,-0.81,0.62,23.2,0.29
IAH3_2014,20140318,3.91,-0.31,96.97,84.12,3.66,0.65,11.85,62.1,7.08,-1.46,0.9,0.62,2.12,0.62,6.55,1.46
IAH3_2014,20140319,3.23,-2.64,97.84,75.88,5.29,0.65,6.87,37.23,6.12,-1.73,-0.57,0.62,1.51,0.62,3.95,0.16
IAH3_2014,20140320,3.17,-2.79,98.26,70.75,2.04,0.64,20.53,101.4,10.27,-3.61,-0.07,0.62,2.65,0.62,27.32,0.0
IAH3_2014,20140321,3.36,-2.05,97.85,64.88,5.48,0.64,18.18,89.13,14.97,-2.56,1.37,0.62,4.8,0.62,18.94,0.0
IAH3_2014,20140322,1.46,-12.06,99.28,51.56,5.46,0.63,19.1,93.66,1.69,-6.55,-7.67,0.61,-3.28,0.62,16.61,0.0
IAH3_2014,20140323,1.46,-12.1,99.71,52.5,3.06,0.63,23.22,111.48,0.23,-7.51,-7.93,0.61,-3.77,0.62,40.05,0.0
IAH3_2014,20140324,2.01,-8.15,99.09,60.56,2.91,0.63,12.84,65.69,1.62,-4.08,-4.86,0.61,-1.57,0.62,5.26,0.36
IAH3_2014,20140325,1.46,-12.17,99.01,52.81,4.51,0.63,19.45,93.99,-0.95,-6.97,-8.02,0.61,-3.89,0.61,23.97,0.05
IAH3_2014,20140326,2.32,-7.27,98.26,59.19,5.97,0.63,17.62,87.66,8.85,-8.62,-3.36,0.61,0.55,0.61,16.88,0.03
IAH3_2014,20140327,5.55,4.33,96.55,94.12,6.45,0.67,4.76,28.51,10.7,1.31,4.75,0.62,5.17,0.62,1.9,10.12
IAH3_2014,20140328,3.48,-1.56,98.33,76.5,2.87,0.66,7.24,40.2,8.12,-2.42,0.47,0.62,2.51,0.62,2.86,0.28
IAH3_2014,20140329,3.05,-2.99,98.96,69.06,1.91,0.65,21.11,104.01,10.48,-3.85,0.03,0.62,3.05,0.62,27.18,0.0
IAH3_2014,20140330,4.27,1.2,98.2,64.62,5.49,0.64,21.02,106.34,18.9,-0.95,4.84,0.62,8.49,0.62,23.15,0.0
IAH3_2014,20140331,5.62,4.4,97.12,68.56,7.45,0.64,17.34,88.9,20.82,-1.03,7.36,0.62,10.31,0.62,17.4,2.03
IAH3_2014,20140401,2.5,-6.0,98.13,61.69,5.44,0.64,18.68,94.33,7.07,-6.3,-2.62,0.62,0.76,0.62,23.04,0.06
IAH3_2014,20140402,3.72,-0.88,98.33,70.88,4.62,0.64,10.12,54.27,12.32,-2.65,1.82,0.61,4.51,0.62,5.51,1.34
IAH3_2014,20140403,5.37,4.28,97.16,89.44,4.7,0.65,5.69,32.84,10.52,1.69,5.08,0.62,5.9,0.62,2.33,3.19
IAH3_2014,20140404,3.36,-2.2,97.64,72.31,6.47,0.65,12.15,64.07,6.49,-1.94,0.23,0.62,2.64,0.62,5.42,0.51
IAH3_2014,20140405,3.23,-2.4,98.65,68.81,2.29,0.64,24.43,119.66,12.25,-4.79,0.65,0.62,3.69,0.62,34.09,0.0
IAH3_2014,20140406,4.64,2.34,98.15,69.19,2.93,0.63,13.43,71.44,16.5,2.68,5.15,0.61,7.95,0.62,5.28,0.16
IAH3_2014,20140407,4.94,3.15,97.55,70.56,2.33,0.64,15.38,78.02,15.74,3.37,5.83,0.61,8.51,0.62,8.68,1.13
IAH3_2014,20140408,3.91,0.01,98.0,67.5,4.41,0.63,23.84,118.7,13.77,0.96,3.29,0.61,6.58,0.61,31.12,0.0
IAH3_2014,20140409,4.03,0.06,97.9,53.12,4.55,0.62,24.26,121.47,20.28,-0.1,5.19,0.61,10.33,0.61,31.2,0.0
IAH3_2014,20140410,4.76,2.36,97.73,61.25,3.34,0.62,16.14,83.98,16.77,5.43,6.5,0.6,10.64,0.61,8.26,0.0
IAH3_2014,20140411,4.27,0.95,98.19,45.25,3.05,0.62,24.53,122.82,22.12,2.01,7.21,0.6,13.46,0.6,30.29,0.02
IAH3_2014,20140412,9.89,12.57,97.25,76.19,4.7,0.68,18.25,95.45,24.61,8.94,14.75,0.61,16.93,0.61,10.24,20.79
IAH3_2014,20140413,6.77,7.23,97.0,90.44,6.57,0.8,2.51,15.36,15.88,1.44,7.97,0.68,8.7,0.65,1.34,60.76
IAH3_2014,20140414,2.56,-5.67,98.17,68.88,6.2,0.75,12.59,66.99,2.06,-6.44,-3.06,0.72,-0.44,0.68,8.71,2.37
IAH3_2014,20140415,2.01,-8.32,98.69,60.69,2.66,0.73,26.96,130.94,4.33,-7.07,-4.75,0.7,-1.18,0.68,39.97,0.0
IAH3_2014,20140416,3.91,-0.21,98.02,63.75,6.78,0.72,20.01,101.66,14.37,-1.66,3.17,0.69,6.55,0.68,15.36,0.0
IAH3_2014,20140417,3.91,0.18,98.9,72.56,3.3,0.71,20.45,102.22,11.58,0.01,2.64,0.69,5.11,0.68,17.86,0.0
IAH3_2014,20140418,4.27,1.37,99.21,70.44,2.44,0.7,26.29,132.12,15.7,-2.63,4.18,0.68,6.99,0.68,36.91,0.01
IAH3_2014,20140419,6.59,7.04,98.78,71.5,5.35,0.7,22.92,117.71,22.38,2.67,9.85,0.67,12.65,0.67,20.21,0.06
IAH3_2014,20140420,9.28,12.46,98.33,75.12,4.13,0.7,20.01,104.74,25.2,9.55,14.9,0.66,17.36,0.67,10.89,0.84
IAH3_2014,20140421,8.48,10.87,98.08,77.0,3.69,0.7,12.19,66.58,20.73,7.93,13.08,0.67,15.3,0.67,6.08,2.65
IAH3_2014,20140422,4.52,2.1,98.51,62.81,3.53,0.69,27.81,137.63,16.55,2.74,5.86,0.66,9.62,0.67,39.72,0.0
IAH3_2014,20140423,4.76,2.9,98.26,71.69,5.19,0.7,8.87,49.52,12.18,3.33,5.44,0.66,7.99,0.67,3.84,5.43
IAH3_2014,20140424,6.35,6.64,97.3,83.75,4.88,0.74,5.52,32.95,13.49,4.68,7.94,0.68,9.25,0.68,2.2,16.25
IAH3_2014,20140425,5.49,4.66,97.66,63.62,2.34,0.71,26.62,135.73,22.32,2.12,8.73,0.69,12.8,0.69,35.05,0.0
IAH3_2014,20140426,5.8,5.57,97.75,64.38,5.94,0.7,23.41,121.12,20.25,5.26,9.15,0.68,12.73,0.68,17.98,0.34
IAH3_2014,20140427,8.48,10.15,96.99,85.75,7.08,0.74,11.02,58.96,18.22,5.0,11.33,0.69,12.51,0.68,4.08,16.59
IAH3_2014,20140428,9.83,12.98,96.26,90.19,5.05,0.77,12.44,69.41,19.43,8.65,13.81,0.71,14.65,0.7,5.16,12.23
IAH3_2014,20140429,6.04,5.89,96.63,86.81,3.8,0.74,7.77,45.02,13.3,3.04,6.97,0.71,8.04,0.7,3.46,2.51
IAH3_2014,20140430,4.46,1.79,97.41,83.19,4.16,0.75,12.85,70.35,8.04,1.63,3.16,0.71,4.53,0.71,5.22,6.06
IAH3_2014,20140501,4.94,3.28,97.61,78.94,4.59,0.74,9.15,52.34,11.19,3.5,5.1,0.71,6.93,0.71,3.52,0.89
IAH3_2014,20140502,5.31,4.17,97.51,70.19,3.61,0.73,22.36,115.86,18.16,1.33,7.19,0.71,10.22,0.71,21.08,0.01
IAH3_2014,20140503,5.55,4.99,97.83,65.88,3.37,0.72,24.82,127.47,20.05,4.4,8.52,0.7,12.05,0.7,23.13,0.14
IAH3_2014,20140504,5.0,3.46,98.24,63.56,3.95,0.72,22.22,115.26,17.05,5.26,7.06,0.7,10.67,0.7,13.28,0.29
IAH3_2014,20140505,5.86,5.59,97.9,67.19,4.23,0.71,24.79,126.59,19.91,4.44,8.75,0.69,11.91,0.7,21.97,0.0
IAH3_2014,20140506,7.2,8.12,97.56,70.12,5.6,0.7,23.77,122.97,21.84,4.73,11.01,0.69,13.9,0.7,16.87,0.0
IAH3_2014,20140507,12.88,17.31,97.11,79.44,3.76,0.7,25.93,137.09,28.26,12.9,19.24,0.68,21.17,0.69,28.51,0.03
IAH3_2014,20140508,13.85,18.64,97.21,86.44,4.55,0.7,10.44,60.5,25.21,17.71,19.85,0.68,21.07,0.69,3.47,2.17
IAH3_2014,20140509,6.16,6.3,97.52,63.44,4.16,0.7,20.61,108.74,18.53,8.8,9.98,0.67,13.64,0.68,18.71,0.01
IAH3_2014,20140510,7.45,9.01,97.78,65.31,2.86,0.7,22.95,120.58,24.08,7.83,12.48,0.67,15.94,0.68,17.64,0.18
IAH3_2014,20140511,13.12,17.65,97.57,92.38,3.33,0.73,8.98,49.59,22.8,12.98,18.21,0.68,18.76,0.68,7.2,15.85
IAH3_2014,20140512,13.73,18.22,97.38,88.75,5.48,0.76,7.44,43.1,26.65,10.8,19.2,0.7,20.19,0.7,2.61,14.29
IAH3_2014,20140513,5.62,5.22,98.5,71.31,4.18,0.73,13.33,74.11,15.31,6.05,7.9,0.71,10.58,0.7,4.5,0.06
IAH3_2014,20140514,4.76,2.78,98.89,64.38,2.23,0.73,15.76,85.46,14.09,3.07,6.29,0.7,9.79,0.7,5.2,0.04
IAH3_2014,20140515,5.25,4.22,98.43,78.5,3.84,0.73,14.77,78.24,10.66,4.15,6.04,0.7,7.85,0.7,7.73,4.55
IAH3_2014,20140516,4.27,1.36,98.51,67.0,2.02,0.73,18.32,94.63,11.87,1.51,4.51,0.7,7.65,0.7,12.54,0.14
IAH3_2014,20140517,4.21,0.99,98.7,56.06,1.77,0.72,30.33,150.27,17.05,2.19,5.59,0.7,10.19,0.7,39.99,0.0
IAH3_2014,20140518,5.68,5.23,98.7,62.81,3.19,0.7,29.92,150.16,20.33,3.53,9.11,0.69,12.99,0.7,36.94,0.01
IAH3_2014,20140519,9.16,11.98,97.94,79.62,5.62,0.7,16.94,90.73,22.15,9.56,13.79,0.68,15.59,0.69,6.16,0.64
IAH3_2014,20140520,13.31,17.96,97.64,80.94,2.38,0.73,21.31,114.09,27.36,15.68,19.77,0.69,21.59,0.69,17.59,10.03
IAH3_2014,20140521,9.89,13.53,98.19,69.88,2.8,0.71,28.36,148.82,25.48,13.03,16.64,0.69,19.75,0.69,32.14,0.24
IAH3_2014,20140522,7.93,10.29,98.74,73.12,2.05,0.7,16.13,87.02,22.51,9.76,12.93,0.68,15.58,0.69,9.68,0.11
IAH3_2014,20140523,7.75,9.93,98.84,67.38,2.01,0.7,29.19,149.05,23.55,8.69,13.3,0.67,16.68,0.68,29.62,0.0
IAH3_2014,20140524,8.97,12.05,98.7,75.5,2.74,0.69,17.29,92.78,23.21,10.43,14.41,0.66,16.79,0.67,7.3,0.0
IAH3_2014,20140525,12.51,16.93,98.32,84.88,3.09,0.69,15.78,87.2,25.09,13.69,18.3,0.66,19.67,0.67,7.12,1.47
IAH3_2014,20140526,14.16,19.15,98.12,87.19,2.23,0.7,15.22,85.35,25.12,17.98,20.3,0.66,21.45,0.67,5.52,2.47
IAH3_2014,20140527,13.67,18.54,97.99,85.5,2.18,0.69,21.0,114.05,26.19,16.76,19.86,0.66,21.19,0.67,14.84,1.33
IAH3_2014,20140528,12.57,17.25,98.17,80.31,2.82,0.68,21.71,118.35,26.37,15.56,19.06,0.66,20.88,0.66,16.99,0.29
IAH3_2014,20140529,12.57,17.08,98.41,77.94,2.7,0.67,25.2,134.96,27.73,13.88,19.19,0.65,21.32,0.66,24.49,0.0
IAH3_2014,20140530,13.73,18.62,98.54,80.38,2.63,0.66,25.08,134.76,27.61,16.76,20.51,0.64,22.39,0.66,22.17,0.0
IAH3_2014,20140531,14.28,19.24,98.45,85.56,2.41,0.68,20.04,110.25,26.15,17.47,20.56,0.64,21.88,0.66,13.62,3.65
IAH3_2014,20140601,15.5,20.52,97.91,82.06,3.6,0.68,25.72,139.34,28.7,20.13,22.28,0.65,24.04,0.66,22.7,5.62
IAH3_2014,20140602,12.45,16.94,97.73,73.31,3.97,0.67,27.21,144.7,27.35,17.85,19.7,0.65,22.47,0.65,28.44,1.79
IAH3_2014,20140603,10.86,14.86,98.08,73.19,2.04,0.66,23.54,127.46,26.43,13.12,17.52,0.63,20.19,0.65,18.95,0.98
IAH3_2014,20140604,11.47,15.69,97.59,79.94,3.53,0.7,18.89,102.53,24.49,14.53,17.6,0.65,19.51,0.65,10.24,11.59
IAH3_2014,20140605,9.64,13.09,98.01,74.56,2.52,0.66,22.12,119.2,24.39,11.41,15.64,0.64,18.18,0.65,10.78,0.0
IAH3_2014,20140606,12.21,16.73,98.1,77.31,1.27,0.66,25.12,133.72,27.26,13.44,18.97,0.63,21.2,0.64,22.46,0.0
IAH3_2014,20140607,11.9,16.33,98.0,85.38,2.55,0.69,4.71,29.1,23.08,12.95,17.62,0.64,18.9,0.64,2.01,10.22
IAH3_2014,20140608,8.79,11.73,98.36,72.56,2.62,0.66,15.02,83.08,23.44,10.21,14.47,0.64,17.2,0.65,6.43,0.02
IAH3_2014,20140609,9.4,12.66,98.11,71.12,2.52,0.66,23.83,127.66,23.83,13.57,15.56,0.63,18.46,0.64,13.83,0.0
IAH3_2014,20140610,10.19,13.98,97.84,81.19,3.01,0.66,8.7,51.49,20.28,14.77,15.65,0.63,17.33,0.64,3.41,0.57
IAH3_2014,20140611,10.31,14.12,97.6,70.31,2.26,0.65,27.81,145.31,25.98,12.94,17.21,0.62,20.3,0.63,28.3,0.05
IAH3_2014,20140612,8.48,11.01,97.89,65.38,4.06,0.63,22.93,122.05,22.66,11.91,14.55,0.62,18.09,0.62,13.85,0.02
IAH3_2014,20140613,7.26,8.83,98.36,61.81,1.85,0.62,31.25,157.2,24.13,8.53,12.96,0.61,17.09,0.62,38.75,0.0
IAH3_2014,20140614,8.97,11.91,97.93,64.56,4.95,0.62,28.05,147.46,26.22,10.82,15.55,0.6,19.19,0.62,29.59,0.03
IAH3_2014,20140615,11.23,15.29,97.58,70.38,4.46,0.61,22.18,119.26,26.61,16.84,18.32,0.59,21.35,0.61,14.94,0.01
IAH3_2014,20140616,14.47,19.05,97.99,82.0,3.83,0.71,22.5,122.21,27.83,13.97,20.82,0.61,22.58,0.62,18.52,42.85
IAH3_2014,20140617,17.88,22.8,97.66,87.06,3.9,0.71,22.38,121.69,28.04,20.77,23.98,0.67,25.16,0.65,18.03,6.72
IAH3_2014,20140618,18.55,23.43,97.79,89.19,2.9,0.7,18.25,101.46,28.05,22.64,24.4,0.66,25.37,0.65,8.08,6.6
IAH3_2014,20140619,17.76,22.78,98.08,93.38,2.38,0.77,8.62,49.73,26.1,21.84,23.36,0.68,23.93,0.66,3.61,34.84
IAH3_2014,20140620,13.79,18.68,98.16,74.94,1.6,0.73,29.68,156.03,29.4,17.7,21.3,0.7,23.93,0.69,32.91,0.64
IAH3_2014,20140621,15.56,20.61,97.93,86.44,1.64,0.71,23.7,128.8,26.29,19.8,21.83,0.69,23.05,0.68,17.88,0.1
IAH3_2014,20140622,15.93,20.93,97.76,92.38,2.03,0.76,10.33,58.21,25.24,18.87,21.59,0.7,22.26,0.69,4.71,24.45
IAH3_2014,20140623,14.16,19.11,97.81,84.19,2.09,0.74,17.41,97.63,26.25,18.0,20.58,0.71,22.06,0.7,5.96,3.1
IAH3_2014,20140624,12.88,17.61,98.05,77.62,2.12,0.72,27.61,144.97,27.36,15.82,19.85,0.7,22.08,0.7,24.03,0.02
IAH3_2014,20140625,12.94,17.73,98.23,74.0,1.45,0.71,28.82,152.27,28.2,16.44,20.39,0.68,23.05,0.69,33.04,0.54
IAH3_2014,20140626,14.77,19.67,98.11,82.56,2.61,0.71,13.26,76.53,27.14,17.95,21.3,0.68,22.92,0.68,5.28,5.52
IAH3_2014,20140627,16.54,21.59,97.85,90.38,3.24,0.74,13.19,75.52,26.16,20.37,22.44,0.69,23.28,0.69,5.17,13.74
IAH3_2014,20140628,17.4,22.34,97.71,90.88,4.04,0.79,19.17,105.36,27.45,21.15,23.15,0.71,23.96,0.7,11.43,29.09
IAH3_2014,20140629,16.78,21.74,97.74,87.19,3.68,0.77,17.78,98.41,28.01,19.51,22.93,0.73,24.12,0.72,9.3,10.91
IAH3_2014,20140630,16.97,21.56,97.28,90.94,4.08,0.88,9.36,53.14,28.62,15.93,22.34,0.78,23.13,0.75,5.29,70.09
IAH3_2014,20140701,11.29,15.44,97.54,80.62,4.54,0.82,26.19,138.69,24.53,13.85,17.25,0.81,19.05,0.79,26.74,0.43
IAH3_2014,20140702,8.97,12.07,98.29,80.56,2.95,0.8,10.16,59.16,19.54,11.45,13.8,0.79,15.54,0.78,5.03,0.29
IAH3_2014,20140703,8.67,11.59,98.86,68.31,1.56,0.79,27.53,140.85,23.62,9.9,14.8,0.77,18.0,0.77,32.11,0.0
IAH3_2014,20140704,9.4,12.78,99.13,67.69,2.1,0.77,30.07,155.88,23.96,13.52,15.94,0.76,19.11,0.77,35.94,0.0
IAH3_2014,20140705,13.18,17.75,98.47,90.88,2.59,0.8,6.8,40.6,24.09,15.13,18.51,0.77,19.26,0.77,2.62,15.98
IAH3_2014,20140706,17.46,22.35,97.69,90.06,3.23,0.8,22.1,120.5,28.33,19.31,23.24,0.77,24.13,0.77,14.41,3.55
IAH3_2014,20140707,14.77,19.69,97.58,80.0,1.81,0.78,26.42,141.93,28.87,17.76,21.65,0.77,23.61,0.77,25.84,0.02
IAH3_2014,20140708,12.27,16.83,97.75,79.25,3.92,0.77,28.52,148.41,24.58,16.85,18.82,0.76,20.8,0.77,32.13,0.0
IAH3_2014,20140709,10.68,14.75,98.32,74.31,1.88,0.77,29.02,150.59,24.37,13.44,17.26,0.74,19.79,0.76,34.83,0.0
IAH3_2014,20140710,11.78,16.25,98.54,76.44,2.78,0.76,28.67,149.53,26.2,14.52,18.51,0.73,20.77,0.75,31.61,0.03
IAH3_2014,20140711,14.28,18.98,98.43,85.38,3.23,0.76,10.78,62.4,26.24,16.24,20.28,0.73,21.58,0.74,4.43,5.28
IAH3_2014,20140712,17.76,22.73,98.19,91.31,1.62,0.8,19.06,107.84,28.71,21.11,23.5,0.75,24.28,0.75,8.71,15.73
IAH3_2014,20140713,14.28,19.27,98.14,81.88,2.07,0.77,26.08,139.43,27.62,17.14,21.02,0.75,22.77,0.75,27.09,0.24
IAH3_2014,20140714,9.77,13.15,98.11,74.38,3.66,0.76,26.14,137.54,22.26,12.43,15.65,0.73,18.15,0.74,29.22,0.27
IAH3_2014,20140715,8.79,11.75,98.41,78.38,3.09,0.75,19.01,100.24,20.43,10.58,13.74,0.73,15.74,0.73,12.22,0.0
IAH3_2014,20140716,9.09,12.27,98.44,71.06,1.18,0.74,24.55,128.13,22.37,10.65,15.09,0.72,17.92,0.73,26.13,0.0
IAH3_2014,20140717,9.77,13.29,98.51,67.25,1.22,0.73,24.83,129.05,24.07,14.29,16.48,0.71,19.69,0.73,23.6,0.0
IAH3_2014,20140718,10.99,15.13,98.51,74.69,2.26,0.73,22.53,119.02,24.33,14.25,17.55,0.7,19.98,0.72,16.66,0.0
IAH3_2014,20140719,11.72,16.16,98.32,76.94,2.3,0.72,22.94,118.05,25.28,15.93,18.37,0.7,20.57,0.71,13.73,0.0
IAH3_2014,20140720,12.82,17.49,98.14,78.62,3.2,0.71,24.22,122.2,26.5,16.3,19.51,0.69,21.54,0.7,20.96,0.0
IAH3_2014,20140721,15.99,20.8,98.11,81.75,3.63,0.7,25.52,135.98,29.5,17.4,22.48,0.68,24.18,0.7,24.61,0.01
IAH3_2014,20140722,17.76,22.69,98.19,84.5,3.03,0.7,16.32,90.62,30.8,19.98,24.14,0.67,25.58,0.69,9.02,0.4
IAH3_2014,20140723,11.84,16.41,98.85,75.44,2.22,0.69,29.1,152.75,25.09,16.85,18.81,0.66,21.21,0.68,37.64,0.0
IAH3_2014,20140724,11.54,15.95,98.57,74.44,1.59,0.69,22.39,119.73,25.56,16.62,18.4,0.66,20.84,0.68,16.25,0.72
IAH3_2014,20140725,14.28,18.69,97.82,84.88,3.48,0.74,14.71,81.66,27.01,15.29,20.05,0.68,21.4,0.69,9.02,28.54
IAH3_2014,20140726,16.85,21.79,97.7,89.44,1.59,0.73,16.89,93.02,28.59,18.67,22.76,0.7,23.73,0.7,8.4,3.38
IAH3_2014,20140727,12.63,17.16,98.02,79.56,4.09,0.71,26.7,140.87,23.72,16.86,19.1,0.69,21.05,0.69,32.11,0.0
IAH3_2014,20140728,10.19,14.06,98.77,80.56,2.3,0.7,20.42,108.64,21.56,12.68,15.85,0.67,17.65,0.68,19.41,0.08
IAH3_2014,20140729,10.07,13.89,98.63,75.38,1.77,0.69,24.21,125.17,24.3,12.12,16.3,0.66,18.7,0.68,24.01,0.0
IAH3_2014,20140730,10.62,14.6,98.52,75.06,1.82,0.68,26.04,133.12,25.05,12.94,17.01,0.66,19.42,0.67,27.18,0.0
IAH3_2014,20140731,10.62,14.64,98.47,69.31,1.46,0.67,24.08,121.45,25.49,13.68,17.7,0.65,20.76,0.66,20.89,0.0
IAH3_2014,20140801,11.54,15.92,98.54,71.19,1.06,0.66,25.51,132.52,26.1,14.97,18.75,0.64,21.58,0.66,26.67,0.07
IAH3_2014,20140802,11.78,16.25,98.71,69.5,0.96,0.66,25.73,132.6,26.66,15.87,19.26,0.64,22.26,0.65,27.2,1.69
IAH3_2014,20140803,12.51,17.21,98.61,75.62,1.56,0.66,23.94,127.03,27.15,16.03,19.55,0.63,21.9,0.65,22.82,1.67
IAH3_2014,20140804,14.22,19.13,98.38,79.31,1.12,0.67,20.66,111.56,27.65,16.88,21.08,0.63,23.03,0.64,12.48,6.12
IAH3_2014,20140805,13.98,18.97,98.44,82.5,0.91,0.66,15.32,85.36,25.37,17.11,20.55,0.63,22.14,0.64,5.87,0.45
IAH3_2014,20140806,13.37,18.26,98.41,93.44,1.62,0.67,8.57,51.29,21.01,17.36,18.8,0.64,19.34,0.64,2.94,4.4
IAH3_2014,20140807,12.88,17.65,98.27,87.62,2.69,0.67,7.31,43.77,23.97,17.12,18.76,0.64,19.88,0.65,2.79,2.98
IAH3_2014,20140808,12.45,17.15,98.33,80.81,2.43,0.66,15.04,82.98,25.09,16.95,18.94,0.63,20.74,0.64,5.79,0.14
IAH3_2014,20140809,12.15,16.75,98.45,76.25,2.07,0.65,18.5,101.25,26.37,16.41,19.05,0.62,21.34,0.63,11.38,0.0
IAH3_2014,20140810,12.02,16.58,98.38,77.12,1.36,0.64,14.19,78.59,25.14,15.82,18.79,0.62,20.99,0.63,6.86,0.0
IAH3_2014,20140811,12.02,16.51,98.17,79.12,3.56,0.63,19.63,104.98,24.46,15.75,18.5,0.62,20.49,0.62,17.58,0.02
IAH3_2014,20140812,9.7,13.31,98.37,74.44,2.91,0.62,26.18,134.98,23.69,13.08,15.83,0.61,18.33,0.62,33.95,0.0
IAH3_2014,20140813,10.19,13.93,98.56,70.81,1.73,0.62,26.74,140.16,25.76,12.8,16.81,0.6,19.69,0.61,37.11,0.0
IAH3_2014,20140814,11.29,15.58,98.47,75.5,1.23,0.61,21.76,116.3,25.98,14.69,17.94,0.59,20.31,0.61,21.17,0.0
IAH3_2014,20140815,11.96,16.39,98.18,80.12,1.83,0.62,7.42,44.13,24.48,15.08,18.22,0.59,20.04,0.6,2.63,1.07
IAH3_2014,20140816,14.16,19.03,97.86,84.75,2.2,0.61,9.64,55.66,26.96,17.08,20.44,0.59,21.87,0.6,3.36,0.22
IAH3_2014,20140817,14.16,19.09,98.08,80.12,1.18,0.6,19.13,101.29,28.39,16.58,20.99,0.59,22.89,0.6,15.42,0.0
IAH3_2014,20140818,15.14,20.12,97.71,82.38,2.51,0.59,20.11,106.44,28.69,18.34,21.84,0.58,23.55,0.59,16.07,0.88
IAH3_2014,20140819,13.73,18.52,97.52,76.38,2.41,0.59,24.3,127.91,27.86,18.43,20.9,0.58,23.29,0.59,27.45,1.08
IAH3_2014,20140820,15.69,20.62,97.82,90.94,1.95,0.6,7.74,44.98,27.48,17.43,21.4,0.58,22.19,0.59,3.08,4.75
IAH3_2014,20140821,17.64,22.57,97.83,84.44,2.7,0.6,14.04,79.8,30.58,21.15,24.08,0.58,25.58,0.59,7.85,3.28
IAH3_2014,20140822,19.1,23.92,97.97,89.0,0.77,0.67,16.98,95.55,29.11,22.46,24.93,0.6,25.93,0.6,8.21,20.61
IAH3_2014,20140823,18.98,23.86,97.98,93.44,2.19,0.67,14.56,82.12,27.65,22.69,24.44,0.62,25.01,0.61,9.05,9.48
IAH3_2014,20140824,18.25,23.12,97.9,85.44,2.66,0.66,24.65,131.06,31.24,20.94,24.52,0.62,25.92,0.62,31.48,4.03
IAH3_2014,20140825,16.97,21.98,98.17,81.25,1.63,0.67,20.22,111.52,29.85,21.11,23.8,0.62,25.62,0.62,21.29,7.91
IAH3_2014,20140826,11.78,16.34,98.65,76.44,2.45,0.64,20.36,111.54,24.44,17.85,18.52,0.62,20.71,0.62,19.5,0.66
IAH3_2014,20140827,11.54,15.95,98.7,77.0,1.94,0.64,12.04,68.81,24.86,15.77,18.12,0.61,20.3,0.62,5.03,1.41
IAH3_2014,20140828,14.83,19.64,98.23,89.94,2.79,0.69,7.11,41.38,25.19,17.51,20.51,0.62,21.37,0.62,2.85,18.84
IAH3_2014,20140829,16.24,21.23,97.68,88.12,2.52,0.7,17.3,93.25,28.39,20.4,22.35,0.64,23.48,0.63,18.13,9.78
IAH3_2014,20140830,14.28,19.18,97.78,84.25,2.51,0.66,18.43,99.53,26.65,18.74,20.65,0.64,22.12,0.63,17.2,0.23
IAH3_2014,20140831,15.38,20.28,97.71,85.12,3.4,0.66,21.08,111.73,28.98,16.58,21.61,0.63,22.94,0.63,23.52,7.32
IAH3_2014,20140901,13.49,18.19,97.49,82.69,3.03,0.72,18.74,98.7,25.55,17.4,19.82,0.66,21.44,0.65,15.46,21.22
IAH3_2014,20140902,11.17,15.38,98.1,77.44,1.82,0.68,23.76,123.39,24.53,14.37,17.48,0.65,19.58,0.64,33.74,1.22
IAH3_2014,20140903,14.59,19.26,97.92,85.06,3.27,0.66,22.1,117.93,28.15,14.41,20.64,0.64,22.02,0.64,29.04,1.26
IAH3_2014,20140904,18.55,23.36,97.65,88.75,4.15,0.66,21.58,116.33,29.21,22.03,24.39,0.63,25.41,0.64,28.15,2.14
IAH3_2014,20140905,10.68,14.59,98.52,80.81,3.02,0.66,10.65,59.62,22.72,12.42,16.36,0.63,18.12,0.63,7.92,3.73
IAH3_2014,20140906,8.0,10.4,99.01,71.75,1.86,0.66,24.27,121.97,22.94,8.64,13.2,0.63,16.0,0.63,36.92,0.0
IAH3_2014,20140907,8.79,11.77,98.8,72.75,1.8,0.65,22.85,116.52,23.59,10.49,14.42,0.62,17.08,0.63,30.76,0.0
IAH3_2014,20140908,10.13,13.65,98.2,76.88,2.72,0.64,13.55,74.67,24.25,10.81,15.86,0.62,18.08,0.62,8.0,2.56
IAH3_2014,20140909,15.5,20.44,97.56,92.25,4.38,0.75,5.88,34.7,25.6,18.51,21.11,0.64,21.77,0.64,2.45,42.63
IAH3_2014,20140910,11.35,14.87,97.3,82.06,5.59,0.73,8.82,50.52,22.98,10.03,16.48,0.7,18.08,0.67,4.57,6.84
