Env,Year,GermplasmId,Value,k
Urbana_IL_2014,2014,U11-449096,74.5,U11449096
Urbana_IL_2014,2014,U11-468126,68.4,U11468126
Urbana_IL_2014,2014,U11-494100,67.5,U11494100
Urbana_IL_2014,2014,U11-607166R,70.1,U11607166R
Urbana_IL_2014,2014,U11-607174R,67.9,U11607174R
Urbana_IL_2014,2014,U11-610107,76.8,U11610107
Urbana_IL_2014,2014,U11-610109,74.9,U11610109
Urbana_IL_2014,2014,U11-611112,71.6,U11611112
Urbana_IL_2014,2014,U11-612121,70.2,U11612121
Urbana_IL_2014,2014,U11-614093,73.4,U11614093
Urbana_IL_2014,2014,U11-614119,73.6,U11614119
Urbana_IL_2014,2014,U11-616086,80.4,U11616086
Urbana_IL_2014,2014,U11-616111,83.2,U11616111
Urbana_IL_2014,2014,U11-619102,66.6,U11619102
Urbana_IL_2014,2014,U11-619104,69.6,U11619104
Urbana_IL_2014,2014,U11-622148,78.4,U11622148
Urbana_IL_2014,2014,U11-649117,72.6,U11649117
Urbana_IL_2014,2014,U11-919011,70.7,U11919011
Urbana_IL_2014,2014,U11-920017,78.5,U11920017
Urbana_IL_2014,2014,U12-611009,64.0,U12611009
Urbana_IL_2014,2014,U12-903112R,65.2,U12903112R
Urbana_IL_2014,2014,U12-909109R,67.1,U12909109R
Urbana_IL_2014,2014,U12-916110R,72.1,U12916110R
Urbana_IL_2014,2014,U12-917111R,71.9,U12917111R
Urbana_IL_2014,2014,U12-917123R,66.6,U12917123R
Urbana_IL_2014,2014,U12-920124R,61.3,U12920124R
Urbana_IL_2014,2014,U12-923116R,67.2,U12923116R
Urbana_IL_2014,2014,U12-924100R,64.4,U12924100R
Urbana_IL_2014,2014,U12-924117R,71.8,U12924117R
Urbana_IL_2014,2014,U12-926115R,67.4,U12926115R
Urbana_IL_2015,2015,AR13-231017,56.6,AR13231017
Urbana_IL_2015,2015,AR13-232001,73.1,AR13232001
Urbana_IL_2015,2015,AR13-232011,57.9,AR13232011
Urbana_IL_2015,2015,AR13-232049,61.0,AR13232049
Urbana_IL_2015,2015,AR13-232073,64.5,AR13232073
Urbana_IL_2015,2015,AR13-232106,69.9,AR13232106
Urbana_IL_2015,2015,AR13-332001,65.3,AR13332001
Urbana_IL_2015,2015,AR13-332029,69.8,AR13332029
Urbana_IL_2015,2015,AR13-332048,76.3,AR13332048
Urbana_IL_2015,2015,AR13-332087,62.0,AR13332087
Urbana_IL_2015,2015,AR14-248009,60.9,AR14248009
Urbana_IL_2015,2015,AR14-248020,60.2,AR14248020
Urbana_IL_2015,2015,DSN11-02178,63.0,DSN1102178
Urbana_IL_2015,2015,DSN11-03023,65.6,DSN1103023
Urbana_IL_2015,2015,DSN11-03174,74.7,DSN1103174
Urbana_IL_2015,2015,DSN11-06152,78.6,DSN1106152
Urbana_IL_2015,2015,E12020,71.5,E12020
Urbana_IL_2015,2015,E12034,69.1,E12034
Urbana_IL_2015,2015,E12042,67.7,E12042
Urbana_IL_2015,2015,E12084,66.6,E12084
Urbana_IL_2015,2015,E13100,61.9,E13100
Urbana_IL_2015,2015,E13126,65.0,E13126
Urbana_IL_2015,2015,E13132,57.7,E13132
Urbana_IL_2015,2015,E13139,60.4,E13139
Urbana_IL_2015,2015,E13212,62.4,E13212
Urbana_IL_2015,2015,E13268,57.4,E13268
Urbana_IL_2015,2015,E13298,57.5,E13298
Urbana_IL_2015,2015,E13345,63.3,E13345
Urbana_IL_2015,2015,E13364,53.6,E13364
Urbana_IL_2015,2015,E13369,60.2,E13369
Urbana_IL_2015,2015,E13370,54.9,E13370
Urbana_IL_2015,2015,HM11-G011,72.0,HM11G011
Urbana_IL_2015,2015,HM11-W192,60.3,HM11W192
Urbana_IL_2015,2015,HM12-N069,65.9,HM12N069
Urbana_IL_2015,2015,HM13-R061,66.8,HM13R061
Urbana_IL_2015,2015,HM13-R079,63.1,HM13R079
Urbana_IL_2015,2015,HM13-S072,70.6,HM13S072
Urbana_IL_2015,2015,HM13-T053,74.6,HM13T053
Urbana_IL_2015,2015,HM13-W045,69.9,HM13W045
Urbana_IL_2015,2015,HM13-W098,70.0,HM13W098
Urbana_IL_2015,2015,HM13-W128,64.3,HM13W128
Urbana_IL_2015,2015,HM13-W155,64.4,HM13W155
Urbana_IL_2015,2015,HR10-3325,69.0,HR103325
Urbana_IL_2015,2015,HR10-3342,66.6,HR103342
Urbana_IL_2015,2015,HR10-3349,59.3,HR103349
Urbana_IL_2015,2015,HR10-3487,54.6,HR103487
Urbana_IL_2015,2015,IA2102,60.2,IA2102
Urbana_IL_2015,2015,IA3023,64.16666666666667,IA3023
Urbana_IL_2015,2015,K12-1575,70.7,K121575
Urbana_IL_2015,2015,K12-2333,70.8,K122333
Urbana_IL_2015,2015,K13-1156,70.1,K131156
Urbana_IL_2015,2015,K13-1231,69.0,K131231
Urbana_IL_2015,2015,K13-1234,66.5,K131234
Urbana_IL_2015,2015,K13-1289,69.1,K131289
Urbana_IL_2015,2015,K13-1290,70.7,K131290
Urbana_IL_2015,2015,K13-1519,72.0,K131519
Urbana_IL_2015,2015,K13-1523,70.4,K131523
Urbana_IL_2015,2015,K13-1620,70.1,K131620
Urbana_IL_2015,2015,K13-1627,69.2,K131627
Urbana_IL_2015,2015,LD00-2817,72.0,LD002817
Urbana_IL_2015,2015,LD02-4485,69.1,LD024485
Urbana_IL_2015,2015,LD06-7620,78.1,LD067620
Urbana_IL_2015,2015,LD07-3395bf,72.2,LD073395BF
Urbana_IL_2015,2015,LD09-30224,62.1,LD0930224
Urbana_IL_2015,2015,LD10-10198,68.7,LD1010198
Urbana_IL_2015,2015,LD10-10219,62.1,LD1010219
Urbana_IL_2015,2015,LD10-10226,65.8,LD1010226
Urbana_IL_2015,2015,LD10-14323,64.2,LD1014323
Urbana_IL_2015,2015,LD10-5213a,73.3,LD105213A
Urbana_IL_2015,2015,LD11-10069,66.3,LD1110069
Urbana_IL_2015,2015,LD11-11299,80.3,LD1111299
Urbana_IL_2015,2015,LD11-13802R2,53.5,LD1113802R2
Urbana_IL_2015,2015,LD11-13948R,58.5,LD1113948R
Urbana_IL_2015,2015,LD11-14102R,64.1,LD1114102R
Urbana_IL_2015,2015,LD11-2170,72.8,LD112170
Urbana_IL_2015,2015,LD11-643,67.7,LD11643
Urbana_IL_2015,2015,LD11-7311,56.5,LD117311
Urbana_IL_2015,2015,LD11-9790,65.9,LD119790
Urbana_IL_2015,2015,LD12-10534,82.1,LD1210534
Urbana_IL_2015,2015,LD12-15064R1a,45.4,LD1215064R1A
Urbana_IL_2015,2015,LD12-15129R1a,45.4,LD1215129R1A
Urbana_IL_2015,2015,LD12-15156R1a,60.5,LD1215156R1A
Urbana_IL_2015,2015,LD12-15224R2a,33.0,LD1215224R2A
Urbana_IL_2015,2015,LD12-15227R2a,48.1,LD1215227R2A
Urbana_IL_2015,2015,LD12-15229R2a,42.1,LD1215229R2A
Urbana_IL_2015,2015,LD12-15246R2a,38.5,LD1215246R2A
Urbana_IL_2015,2015,LD12-15248R2a,40.4,LD1215248R2A
Urbana_IL_2015,2015,LD12-15505R1,50.8,LD1215505R1
Urbana_IL_2015,2015,LD12-15609R2,64.7,LD1215609R2
Urbana_IL_2015,2015,LD12-15753R2,59.7,LD1215753R2
Urbana_IL_2015,2015,LD12-300,61.1,LD12300
Urbana_IL_2015,2015,LD12-3866,71.7,LD123866
Urbana_IL_2015,2015,LG10-3278,70.8,LG103278
Urbana_IL_2015,2015,LG11-6215,75.1,LG116215
Urbana_IL_2015,2015,LG11-6759,77.7,LG116759
Urbana_IL_2015,2015,LG11-6760,78.0,LG116760
Urbana_IL_2015,2015,LG11-6761,76.9,LG116761
Urbana_IL_2015,2015,LG12-2177,71.0,LG122177
Urbana_IL_2015,2015,LG12-3475,76.4,LG123475
Urbana_IL_2015,2015,LG12-3478,72.5,LG123478
Urbana_IL_2015,2015,LG12-3935,76.1,LG123935
Urbana_IL_2015,2015,LG12-4045,76.6,LG124045
Urbana_IL_2015,2015,LG12-4068,76.7,LG124068
Urbana_IL_2015,2015,LG12-4072,73.9,LG124072
Urbana_IL_2015,2015,LG13-1006,63.7,LG131006
Urbana_IL_2015,2015,LG13-1107,58.4,LG131107
Urbana_IL_2015,2015,LG13-2240,70.9,LG132240
Urbana_IL_2015,2015,LG13-3844,64.4,LG133844
Urbana_IL_2015,2015,LG13-3861,74.9,LG133861
Urbana_IL_2015,2015,LG13-3925,81.7,LG133925
Urbana_IL_2015,2015,LG13-3981,72.7,LG133981
Urbana_IL_2015,2015,LG13-3993,78.1,LG133993
Urbana_IL_2015,2015,LG13-4001,72.7,LG134001
Urbana_IL_2015,2015,LG13-4038,75.6,LG134038
Urbana_IL_2015,2015,LG13-4053,74.3,LG134053
Urbana_IL_2015,2015,M09-263090,54.0,M09263090
Urbana_IL_2015,2015,M09-263119,60.2,M09263119
Urbana_IL_2015,2015,M09-264062,60.7,M09264062
Urbana_IL_2015,2015,M09-278096,59.5,M09278096
Urbana_IL_2015,2015,M09-278097,58.1,M09278097
Urbana_IL_2015,2015,M09-281098,59.2,M09281098
Urbana_IL_2015,2015,M09-877026,44.5,M09877026
Urbana_IL_2015,2015,M09-956063,27.9,M09956063
Urbana_IL_2015,2015,M09-957052,31.9,M09957052
Urbana_IL_2015,2015,MLG09-5302035,56.5,MLG095302035
Urbana_IL_2015,2015,MLG09-5431014,59.8,MLG095431014
Urbana_IL_2015,2015,MLG09-5431018,51.1,MLG095431018
Urbana_IL_2015,2015,NEX2905A0R,46.650000000000006,NEX2905A0R
Urbana_IL_2015,2015,ORC3313N,57.5,ORC3313N
Urbana_IL_2015,2015,ORC8512N,66.4,ORC8512N
Urbana_IL_2015,2015,S11-10348RR,61.2,S1110348RR
Urbana_IL_2015,2015,S12-3835,74.6,S123835
Urbana_IL_2015,2015,S13-11061,66.9,S1311061
Urbana_IL_2015,2015,S13-14661,52.9,S1314661
Urbana_IL_2015,2015,SA10-8471,69.1,SA108471
Urbana_IL_2015,2015,SA11-9478RR,56.3,SA119478RR
Urbana_IL_2015,2015,SA12-1018,71.9,SA121018
Urbana_IL_2015,2015,SA12-1338,71.4,SA121338
Urbana_IL_2015,2015,SA12-1340,72.8,SA121340
Urbana_IL_2015,2015,SA12-1394,73.0,SA121394
Urbana_IL_2015,2015,SA12-1451,71.7,SA121451
Urbana_IL_2015,2015,SA12-1455,80.6,SA121455
Urbana_IL_2015,2015,SA12-1471,84.2,SA121471
Urbana_IL_2015,2015,SA12-1756RR,66.4,SA121756RR
Urbana_IL_2015,2015,SA12-1914,64.3,SA121914
Urbana_IL_2015,2015,U03-827101,47.9,U03827101
Urbana_IL_2015,2015,U06-814223R,26.3,U06814223R
Urbana_IL_2015,2015,U11-346046,66.0,U11346046
Urbana_IL_2015,2015,U11-374036,58.9,U11374036
Urbana_IL_2015,2015,U11-376008,66.6,U11376008
Urbana_IL_2015,2015,U11-377007,68.2,U11377007
Urbana_IL_2015,2015,U11-396029,69.3,U11396029
Urbana_IL_2015,2015,U11-396034,69.9,U11396034
Urbana_IL_2015,2015,U11-430085,58.6,U11430085
Urbana_IL_2015,2015,U11-444079,61.7,U11444079
Urbana_IL_2015,2015,U11-444083,62.2,U11444083
Urbana_IL_2015,2015,U11-494100,66.1,U11494100
Urbana_IL_2015,2015,U11-610109,66.8,U11610109
Urbana_IL_2015,2015,U11-614093,63.8,U11614093
Urbana_IL_2015,2015,U11-614119,72.6,U11614119
Urbana_IL_2015,2015,U11-616086,62.8,U11616086
Urbana_IL_2015,2015,U11-619102,61.4,U11619102
Urbana_IL_2015,2015,U11-622148,68.3,U11622148
Urbana_IL_2015,2015,U11-907098,58.0,U11907098
Urbana_IL_2015,2015,U11-911079,69.0,U11911079
Urbana_IL_2015,2015,U11-918019,63.9,U11918019
Urbana_IL_2015,2015,U11-920017,69.3,U11920017
Urbana_IL_2015,2015,U12-209068,68.3,U12209068
Urbana_IL_2015,2015,U12-330200,62.9,U12330200
Urbana_IL_2015,2015,U12-415209,64.3,U12415209
Urbana_IL_2015,2015,U12-416214,61.9,U12416214
Urbana_IL_2015,2015,U12-428210,70.4,U12428210
Urbana_IL_2015,2015,U12-428214,62.7,U12428214
Urbana_IL_2015,2015,U12-905062,59.5,U12905062
Urbana_IL_2015,2015,U12-909109R,45.4,U12909109R
Urbana_IL_2015,2015,U12-923116R,43.8,U12923116R
Urbana_IL_2015,2015,U13-602142,68.4,U13602142
Urbana_IL_2015,2015,U13-602187,62.0,U13602187
Urbana_IL_2015,2015,U13-602194,63.0,U13602194
Urbana_IL_2015,2015,U13-603120,68.2,U13603120
Urbana_IL_2015,2015,U13-604147,69.4,U13604147
Urbana_IL_2015,2015,U13-605123,62.2,U13605123
Urbana_IL_2015,2015,U13-605132,73.1,U13605132
Urbana_IL_2015,2015,U13-609144,70.8,U13609144
Urbana_IL_2015,2015,U13-612076,69.4,U13612076
Urbana_IL_2015,2015,U13-613037,61.2,U13613037
Urbana_IL_2015,2015,U13-614037,68.5,U13614037
Urbana_IL_2015,2015,U13-614123,63.6,U13614123
Urbana_IL_2015,2015,U13-615123,65.6,U13615123
Urbana_IL_2015,2015,U13-617037,65.1,U13617037
Urbana_IL_2015,2015,U13-618087,68.8,U13618087
Urbana_IL_2015,2015,U13-618123,68.3,U13618123
Urbana_IL_2015,2015,U13-618135,63.8,U13618135
Urbana_IL_2015,2015,U13-908070,65.1,U13908070
Urbana_IL_2015,2015,U13-909086,65.5,U13909086
Urbana_IL_2015,2015,U13-910087,69.6,U13910087
Urbana_IL_2015,2015,U13-912040,65.3,U13912040
Urbana_IL_2015,2015,U13-914045,67.6,U13914045
Urbana_IL_2015,2015,U13-929048,68.1,U13929048
Urbana_IL_2015,2015,U13-931068,69.9,U13931068
Urbana_IL_2016,2016,AR13-132037,56.9,AR13132037
Urbana_IL_2016,2016,AR13-232106,59.3,AR13232106
Urbana_IL_2016,2016,AR14-248020,60.3,AR14248020
Urbana_IL_2016,2016,AR15-259014,60.0,AR15259014
Urbana_IL_2016,2016,AR15-259021,50.3,AR15259021
Urbana_IL_2016,2016,AR15-259036,49.8,AR15259036
Urbana_IL_2016,2016,AR15-359004,57.4,AR15359004
Urbana_IL_2016,2016,AR15-359008,64.5,AR15359008
Urbana_IL_2016,2016,AR15-359011,59.0,AR15359011
Urbana_IL_2016,2016,AR15-359028,62.2,AR15359028
Urbana_IL_2016,2016,AR15-359042,54.1,AR15359042
Urbana_IL_2016,2016,DSN11-03004,63.7,DSN1103004
Urbana_IL_2016,2016,DSN11-03148,74.3,DSN1103148
Urbana_IL_2016,2016,DSN11-03174,66.0,DSN1103174
Urbana_IL_2016,2016,DSN11-04129,75.7,DSN1104129
Urbana_IL_2016,2016,DSN11-06152,68.8,DSN1106152
Urbana_IL_2016,2016,DSN11-10057,67.4,DSN1110057
Urbana_IL_2016,2016,DSN11-12073,64.7,DSN1112073
Urbana_IL_2016,2016,DSN11-12119,74.5,DSN1112119
Urbana_IL_2016,2016,DSN11-27183,71.8,DSN1127183
Urbana_IL_2016,2016,E12042,66.0,E12042
Urbana_IL_2016,2016,E13100,62.9,E13100
Urbana_IL_2016,2016,E13126,56.3,E13126
Urbana_IL_2016,2016,E13132,62.1,E13132
Urbana_IL_2016,2016,E13268,61.0,E13268
Urbana_IL_2016,2016,E13298,61.1,E13298
Urbana_IL_2016,2016,E13345,57.6,E13345
Urbana_IL_2016,2016,E13364,62.0,E13364
Urbana_IL_2016,2016,E13370,61.5,E13370
Urbana_IL_2016,2016,E13901,53.9,E13901
Urbana_IL_2016,2016,E13902,52.8,E13902
Urbana_IL_2016,2016,E13903,27.1,E13903
Urbana_IL_2016,2016,E14077,73.3,E14077
Urbana_IL_2016,2016,E14141,63.4,E14141
Urbana_IL_2016,2016,E14143,57.7,E14143
Urbana_IL_2016,2016,E14148,70.1,E14148
Urbana_IL_2016,2016,E14208,57.3,E14208
Urbana_IL_2016,2016,E14273,60.8,E14273
Urbana_IL_2016,2016,E14309,69.3,E14309
Urbana_IL_2016,2016,E14314,58.5,E14314
Urbana_IL_2016,2016,E14703,57.9,E14703
Urbana_IL_2016,2016,HM12-W060,64.3,HM12W060
Urbana_IL_2016,2016,HM13-R084,62.1,HM13R084
Urbana_IL_2016,2016,HM13-W040,57.4,HM13W040
Urbana_IL_2016,2016,HM13-W073,65.5,HM13W073
Urbana_IL_2016,2016,HM13-W091,70.2,HM13W091
Urbana_IL_2016,2016,HM13-W154,68.7,HM13W154
Urbana_IL_2016,2016,HM13-W156,63.5,HM13W156
Urbana_IL_2016,2016,HM14-C055,62.0,HM14C055
Urbana_IL_2016,2016,HR10-3325,67.1,HR103325
Urbana_IL_2016,2016,HR13-102381,61.1,HR13102381
Urbana_IL_2016,2016,HR13-102735,61.3,HR13102735
Urbana_IL_2016,2016,IA2102,63.06666666666666,IA2102
Urbana_IL_2016,2016,IA3023,59.166666666666664,IA3023
Urbana_IL_2016,2016,JTN-4116,65.7,JTN4116
Urbana_IL_2016,2016,K14-1269,68.7,K141269
Urbana_IL_2016,2016,K14-1347,72.9,K141347
Urbana_IL_2016,2016,K14-1357,64.7,K141357
Urbana_IL_2016,2016,K14-1358,67.0,K141358
Urbana_IL_2016,2016,K14-1387,63.2,K141387
Urbana_IL_2016,2016,K14-1401,70.5,K141401
Urbana_IL_2016,2016,K14-1468,70.4,K141468
Urbana_IL_2016,2016,K14-1486,62.4,K141486
Urbana_IL_2016,2016,K14-1493,66.8,K141493
Urbana_IL_2016,2016,LD02-4485,67.10000000000001,LD024485
Urbana_IL_2016,2016,LD06-7620,73.0,LD067620
Urbana_IL_2016,2016,LD07-3395bf,68.86,LD073395BF
Urbana_IL_2016,2016,LD10-10198,70.9,LD1010198
Urbana_IL_2016,2016,LD11-10069,66.0,LD1110069
Urbana_IL_2016,2016,LD11-13948R,72.1,LD1113948R
Urbana_IL_2016,2016,LD11-14102R,82.8,LD1114102R
Urbana_IL_2016,2016,LD11-2170,71.5,LD112170
Urbana_IL_2016,2016,LD11-643,66.7,LD11643
Urbana_IL_2016,2016,LD12-10534,79.7,LD1210534
Urbana_IL_2016,2016,LD12-15129R1a,70.7,LD1215129R1A
Urbana_IL_2016,2016,LD12-15156R1a,69.8,LD1215156R1A
Urbana_IL_2016,2016,LD12-15246R2a,75.7,LD1215246R2A
Urbana_IL_2016,2016,LD12-15609R2,74.8,LD1215609R2
Urbana_IL_2016,2016,LD12-15753R2,77.0,LD1215753R2
Urbana_IL_2016,2016,LD12-15808R1a,69.6,LD1215808R1A
Urbana_IL_2016,2016,LD12-15811R1a,71.7,LD1215811R1A
Urbana_IL_2016,2016,LD12-15840R1a,69.0,LD1215840R1A
Urbana_IL_2016,2016,LD12-3866,64.1,LD123866
Urbana_IL_2016,2016,LD13-13228R1a,70.1,LD1313228R1A
Urbana_IL_2016,2016,LD13-13334R1a,72.4,LD1313334R1A
Urbana_IL_2016,2016,LD13-13478R1a,70.1,LD1313478R1A
Urbana_IL_2016,2016,LD13-14071R2,77.6,LD1314071R2
Urbana_IL_2016,2016,LD13-14107R2,75.6,LD1314107R2
Urbana_IL_2016,2016,LD13-14327R2,81.0,LD1314327R2
Urbana_IL_2016,2016,LD13-14460R1,68.6,LD1314460R1
Urbana_IL_2016,2016,LD13-14525R2,79.2,LD1314525R2
Urbana_IL_2016,2016,LD13-4902a,65.9,LD134902A
Urbana_IL_2016,2016,LD13-6692,64.3,LD136692
Urbana_IL_2016,2016,LD13-759,64.7,LD13759
Urbana_IL_2016,2016,LD13-767,59.6,LD13767
Urbana_IL_2016,2016,LG10-3278,70.3,LG103278
Urbana_IL_2016,2016,LG11-6759,69.6,LG116759
Urbana_IL_2016,2016,LG11-6760,67.7,LG116760
Urbana_IL_2016,2016,LG11-6761,73.8,LG116761
Urbana_IL_2016,2016,LG12-2177,67.5,LG122177
Urbana_IL_2016,2016,LG13-1006,60.2,LG131006
Urbana_IL_2016,2016,LG13-1952,64.9,LG131952
Urbana_IL_2016,2016,LG13-3576,62.6,LG133576
Urbana_IL_2016,2016,LG13-3578,47.9,LG133578
Urbana_IL_2016,2016,LG13-3594,56.4,LG133594
Urbana_IL_2016,2016,LG13-3614,60.1,LG133614
Urbana_IL_2016,2016,LG13-3622,72.8,LG133622
Urbana_IL_2016,2016,LG13-3729,60.8,LG133729
Urbana_IL_2016,2016,LG13-3895,61.7,LG133895
Urbana_IL_2016,2016,LG13-3925,71.2,LG133925
Urbana_IL_2016,2016,LG13-3971,57.4,LG133971
Urbana_IL_2016,2016,LG13-3975,61.0,LG133975
Urbana_IL_2016,2016,LG13-3981,68.6,LG133981
Urbana_IL_2016,2016,LG13-3992,68.2,LG133992
Urbana_IL_2016,2016,LG13-3993,74.9,LG133993
Urbana_IL_2016,2016,LG13-4025,62.8,LG134025
Urbana_IL_2016,2016,LG14-6165,60.8,LG146165
Urbana_IL_2016,2016,LG14-6166,58.1,LG146166
Urbana_IL_2016,2016,LG14-6169,70.3,LG146169
Urbana_IL_2016,2016,LG14-7959,68.6,LG147959
Urbana_IL_2016,2016,LG14-7965,67.0,LG147965
Urbana_IL_2016,2016,LG14-8024,76.2,LG148024
Urbana_IL_2016,2016,M08-365100,57.8,M08365100
Urbana_IL_2016,2016,M09-278096,64.8,M09278096
Urbana_IL_2016,2016,M11-123087,58.8,M11123087
Urbana_IL_2016,2016,M11-124010,54.6,M11124010
Urbana_IL_2016,2016,MSC09-777143,62.7,MSC09777143
Urbana_IL_2016,2016,ORC5814,48.0,ORC5814
Urbana_IL_2016,2016,ORC8715,57.0,ORC8715
Urbana_IL_2016,2016,SA10-8471,55.1,SA108471
Urbana_IL_2016,2016,SA11-9478RR,69.3,SA119478RR
Urbana_IL_2016,2016,SA12-1451,71.6,SA121451
Urbana_IL_2016,2016,SA12-1455,72.9,SA121455
Urbana_IL_2016,2016,SA12-1471,68.3,SA121471
Urbana_IL_2016,2016,SA12-1756RR,66.7,SA121756RR
Urbana_IL_2016,2016,SA13-1310,73.8,SA131310
Urbana_IL_2016,2016,SA13-1363,66.3,SA131363
Urbana_IL_2016,2016,SA13-1385,70.3,SA131385
Urbana_IL_2016,2016,SA13-2047,60.5,SA132047
Urbana_IL_2016,2016,SA13-2126,60.5,SA132126
Urbana_IL_2016,2016,SA13-2489,65.7,SA132489
Urbana_IL_2016,2016,SA13-2699,73.2,SA132699
Urbana_IL_2016,2016,SA13-3135,61.9,SA133135
Urbana_IL_2016,2016,SA13-4268RR,75.1,SA134268RR
Urbana_IL_2016,2016,SA13-4304RR,66.2,SA134304RR
Urbana_IL_2016,2016,SA13-4342RR,69.6,SA134342RR
Urbana_IL_2016,2016,SA13-4420RR,75.2,SA134420RR
Urbana_IL_2016,2016,SA13-4434RR,73.0,SA134434RR
Urbana_IL_2016,2016,SA13-5761,65.4,SA135761
Urbana_IL_2016,2016,U03-827101,65.2,U03827101
Urbana_IL_2016,2016,U06-814223R,54.7,U06814223R
Urbana_IL_2016,2016,U11-346046,63.1,U11346046
Urbana_IL_2016,2016,U11-377007,64.1,U11377007
Urbana_IL_2016,2016,U11-396034,65.0,U11396034
Urbana_IL_2016,2016,U11-494100,56.0,U11494100
Urbana_IL_2016,2016,U11-614093,61.2,U11614093
Urbana_IL_2016,2016,U11-911079,65.3,U11911079
Urbana_IL_2016,2016,U11-920017,64.75,U11920017
Urbana_IL_2016,2016,U12-209068,65.0,U12209068
Urbana_IL_2016,2016,U12-428210,64.3,U12428210
Urbana_IL_2016,2016,U12-428214,63.5,U12428214
Urbana_IL_2016,2016,U12-909109R,69.25,U12909109R
Urbana_IL_2016,2016,U13-215422,64.5,U13215422
Urbana_IL_2016,2016,U13-220427,66.2,U13220427
Urbana_IL_2016,2016,U13-223411,59.5,U13223411
Urbana_IL_2016,2016,U13-227425,64.9,U13227425
Urbana_IL_2016,2016,U13-228421,65.3,U13228421
Urbana_IL_2016,2016,U13-229443,69.5,U13229443
Urbana_IL_2016,2016,U13-231286,71.2,U13231286
Urbana_IL_2016,2016,U13-231427,75.1,U13231427
Urbana_IL_2016,2016,U13-233294,63.2,U13233294
Urbana_IL_2016,2016,U13-233425,63.7,U13233425
Urbana_IL_2016,2016,U13-235283,68.5,U13235283
Urbana_IL_2016,2016,U13-235297,67.9,U13235297
Urbana_IL_2016,2016,U13-329025,67.7,U13329025
Urbana_IL_2016,2016,U13-602187,62.5,U13602187
Urbana_IL_2016,2016,U13-603120,59.6,U13603120
Urbana_IL_2016,2016,U13-604147,66.3,U13604147
Urbana_IL_2016,2016,U13-609144,71.1,U13609144
Urbana_IL_2016,2016,U13-614037,57.2,U13614037
Urbana_IL_2016,2016,U13-912010,66.9,U13912010
Urbana_IL_2016,2016,U13-912032,63.5,U13912032
Urbana_IL_2016,2016,U13-918042,64.8,U13918042
Urbana_IL_2016,2016,U13-926082,57.8,U13926082
Urbana_IL_2016,2016,U13-931068,64.1,U13931068
Urbana_IL_2016,2016,U14-605217,74.5,U14605217
Urbana_IL_2016,2016,U14-608170,71.4,U14608170
Urbana_IL_2016,2016,U14-615073,71.5,U14615073
Urbana_IL_2016,2016,U14-902082,63.4,U14902082
Urbana_IL_2016,2016,U14-903100,70.0,U14903100
Urbana_IL_2016,2016,U14-909100,75.5,U14909100
Urbana_IL_2016,2016,U14-910097,74.1,U14910097
Urbana_IL_2016,2016,U14-912075,64.3,U14912075
Urbana_IL_2016,2016,U14-912101,65.6,U14912101
Urbana_IL_2016,2016,U14-914093,71.7,U14914093
Urbana_IL_2016,2016,U14-915126,73.8,U14915126
Urbana_IL_2016,2016,U14-919098,60.0,U14919098
Urbana_IL_2016,2016,U14-923097,73.0,U14923097
Urbana_IL_2016,2016,U14-924158,73.7,U14924158
Urbana_IL_2016,2016,U14-925152,75.5,U14925152
Urbana_IL_2016,2016,U14-926130,67.5,U14926130
Urbana_IL_2016,2016,U14-927136,69.5,U14927136
Urbana_IL_2017,2017,AR13-232008,70.2,AR13232008
Urbana_IL_2017,2017,AR13-332062,68.4,AR13332062
Urbana_IL_2017,2017,AR14-247080,61.8,AR14247080
Urbana_IL_2017,2017,CR144155,60.13,CR144155
Urbana_IL_2017,2017,CR145192,64.82,CR145192
Urbana_IL_2017,2017,CR145524,61.92,CR145524
Urbana_IL_2017,2017,CR145764,63.54,CR145764
Urbana_IL_2017,2017,CR145789,61.74,CR145789
Urbana_IL_2017,2017,CR146116,58.35,CR146116
Urbana_IL_2017,2017,CR146131,62.61,CR146131
Urbana_IL_2017,2017,CR147814,55.61,CR147814
Urbana_IL_2017,2017,CR147839,59.09,CR147839
Urbana_IL_2017,2017,CR147871,62.51,CR147871
Urbana_IL_2017,2017,CR147881,54.81,CR147881
Urbana_IL_2017,2017,DSN11-03004,68.6,DSN1103004
Urbana_IL_2017,2017,DSN11-03174,63.56,DSN1103174
Urbana_IL_2017,2017,DSN11-06152,64.5,DSN1106152
Urbana_IL_2017,2017,DSN11-10057,59.3,DSN1110057
Urbana_IL_2017,2017,DSN11-12073,73.6,DSN1112073
Urbana_IL_2017,2017,DSN11-12119,78.8,DSN1112119
Urbana_IL_2017,2017,DSN11-27183,62.68,DSN1127183
Urbana_IL_2017,2017,E11128T,45.0,E11128T
Urbana_IL_2017,2017,E12042,68.9,E12042
Urbana_IL_2017,2017,E13100,62.9,E13100
Urbana_IL_2017,2017,E13268,55.6,E13268
Urbana_IL_2017,2017,E13370,66.2,E13370
Urbana_IL_2017,2017,E14077,71.6,E14077
Urbana_IL_2017,2017,E14141,59.3,E14141
Urbana_IL_2017,2017,E14148,71.9,E14148
Urbana_IL_2017,2017,E14309,68.4,E14309
Urbana_IL_2017,2017,E14314,60.6,E14314
Urbana_IL_2017,2017,E14852,45.58,E14852
Urbana_IL_2017,2017,E15097,53.48,E15097
